id,name,totalGrainPaid,Sun Jul 31 2022,Sun Jul 24 2022,Sun Jul 17 2022,Sun Jul 10 2022,Sun Jul 03 2022,Sun Jun 26 2022,Sun Jun 19 2022,Sun Jun 12 2022,Sun Jun 05 2022,Sun May 29 2022,Sun May 22 2022,Sun May 15 2022,Sun May 08 2022,Sun May 01 2022,Sun Apr 24 2022,Sun Apr 17 2022,Sun Apr 10 2022,Sun Apr 03 2022,Sun Mar 27 2022,Sun Mar 20 2022,Sun Mar 13 2022,Sun Mar 06 2022,Sun Feb 27 2022,Sun Feb 20 2022,Sun Feb 13 2022,Sun Feb 06 2022,Sun Jan 30 2022,Sun Jan 23 2022,Sun Jan 16 2022,Sun Jan 09 2022,Sun Jan 02 2022,Sun Dec 26 2021,Sun Dec 19 2021,Sun Dec 12 2021,Sun Dec 05 2021,Sun Nov 28 2021,Sun Nov 21 2021,Sun Nov 14 2021,Sun Nov 07 2021,Sun Oct 31 2021,Sun Oct 24 2021,Sun Oct 17 2021,Sun Oct 10 2021,Sun Oct 03 2021,Sun Sep 26 2021,Sun Sep 19 2021,Sun Sep 12 2021,Sun Sep 05 2021,Sun Aug 29 2021,Sun Aug 22 2021,Sun Aug 15 2021,Sun Aug 08 2021,Sun Aug 01 2021,Sun Jul 25 2021,Sun Jul 18 2021,Sun Jul 11 2021,Sun Jul 04 2021,Sun Jun 27 2021,Sun Jun 20 2021,Sun Jun 13 2021,Sun Jun 06 2021,Sun May 30 2021,Sun May 23 2021,Sun May 16 2021,Sun May 09 2021,Sun May 02 2021,Sun Apr 25 2021,Sun Apr 18 2021,Sun Apr 11 2021,Sun Apr 04 2021,Sun Mar 28 2021,Sun Mar 21 2021,Sun Mar 14 2021,Sun Mar 07 2021,Sun Feb 28 2021,Sun Feb 21 2021,Sun Feb 14 2021,Sun Feb 07 2021,Sun Jan 31 2021,Sun Jan 24 2021,Sun Jan 17 2021,Sun Jan 10 2021,Sun Jan 03 2021,Sun Dec 27 2020,Sun Dec 20 2020,Sun Dec 13 2020,Sun Dec 06 2020,Sun Nov 29 2020,Sun Nov 22 2020,Sun Nov 15 2020,Sun Nov 08 2020,Sun Nov 01 2020,Sun Oct 25 2020,Sun Oct 18 2020,Sun Oct 11 2020,Sun Oct 04 2020,Sun Sep 27 2020,Sun Sep 20 2020,Sun Sep 13 2020,Sun Sep 06 2020,Sun Aug 30 2020,Sun Aug 23 2020,Sun Aug 16 2020,Sun Aug 09 2020,Sun Aug 02 2020,Sun Jul 26 2020,Sun Jul 19 2020,Sun Jul 12 2020,Sun Jul 05 2020,Sun Jun 28 2020,Sun Jun 21 2020,Sun Jun 14 2020,Sun Jun 07 2020,Sun May 31 2020,Sun May 24 2020,Sun May 17 2020,Sun May 10 2020,Sun May 03 2020,Sun Apr 26 2020,Sun Apr 19 2020,Sun Apr 12 2020,Sun Apr 05 2020,Sun Mar 29 2020
VSm6fQE2OqXQEp6e52kAbg,santigs,608.0507704030545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.386668157796575,0,0,0,0,0,0,0,0,0,0,0,22.725434744548654,0,54.59812139211232,0,0,0,62.568882752658716,0,65.84776730396055,0,66.99794716756523,24.573634147878607,0,0,0,35.82144340848638,0,0,0,0,133.95925467155774,133.57161665648968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7TOOsLar5Jnk7IAu0EIqiw,iviangita,548.9055680022292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.58467560193934,0,0,0,0,0,0,0,0,0,0,0,12.13554674111103,0,19.404572643102977,0,0,0,60.14853295063915,0,87.71191695636965,0,83.06936248102578,96.56794969534303,0,0,0,114.12109334682079,0,0,0,0,7.458193022827525,6.703724563049914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NxVE6uDlQPByNRx1B0CyGA,eduardovegap,479.94441987306556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.23784746091389,0,0,0,0,0,0,0,0,0,0,0,24.716017790113344,0,59.20487239753349,0,0,0,24.128683688911366,0,23.216029336523317,0,90.31892790804709,109.99450071762895,0,0,0,121.78874715088637,0,0,0,0,4.083909631043637,2.2548837914640742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hakw7z8Zrf2vnbpz1FPfrg,divine-comedian,446.0509051924591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.50986348708895,0,0,0,0,0,0,0,0,0,0,0,269.5410417053701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7iQuAWGd9k837zm3NTRavg,Vyvy-vi,386.76320698955425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.02772788970778,0,0,0,0,0,0,0,0,0,0,0,267.7354790998465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TzIeoV93DiaIbB0N96YseQ,Tonga,381.6420434167882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002713855270867,0,0,0,0,0,0,0,0,0,0,0,0.001287038543264711,0,0.003742861937093576,0,0,0,65.61178095886157,0,72.28082415526787,0,6.138794642435923,6.998463197322775,0,0,0,23.359032359770197,0,0,0,0,104.78749149630745,102.46062399248679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iWqqv2iETnRkT97bJGtmhg,natesuits,324.37444760424216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.56671434070326,0,0,0,0,0,0,0,0,0,0,0,26.3887316386385,0,132.9828591376194,0,0,0,2.5000845207350237,0,3.2441861925084483,0,5.734436437980499,6.218149922270653,0,0,0,7.221908184879789,0,0,0,0,14.77952015894151,21.737857069965074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zpOhAq0V2ekJ8JTz7vZ7OQ,JeffEmmett,269.43825457417705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.76295894396986,0,0,0,0,0,0,0,0,0,0,0,28.57597541684682,0,137.99541584292714,0,0,0,5.258134997606605,0,3.3986329601316867,0,3.9873906262983847,4.239357992331841,0,0,0,4.48389083510306,0,0,0,0,16.06295944545478,23.673537513506847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xX69XcgLBvkq5ZwV2y7rw,cranders1,241.12649507476544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1043599083175617,0,0,0,0,0,0,0,0,0,0,0,17.66479927036897,0,42.762684013124485,0,0,0,17.667358341752255,0,13.022607208498266,0,38.65836684813554,39.3303475510155,0,0,0,47.44832817308554,0,0,0,0,13.615419722029575,10.852224038437733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZWNbgl1noFkSqr37CyhGow,chuygarcia92,220.23976807550412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.19486009129709,0,0,0,0,0,0,0,0,0,0,0,118.04490798420701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kRYFk7ZHQarYRekF4YUDDw,natenatesoo,194.7482775010877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.64168216208822,0,0,0,0,0,0,0,0,0,0,0,58.10659533899948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K75nyjCyrwIaaocVNNBphg,vegayp,178.85233841895516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.825868483253636,0,0,0,0,0,0,0,0,0,0,0,5.322024408097932,0,40.355365022987854,0,0,0,21.243739433161764,0,4.868707719090606,0,8.02891253874979,0.9244764159248727,0,0,0,11.803733607280272,0,0,0,0,13.495640428113136,15.983870362295308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qHmKcWP1VSZwp7pEXtatJA,solsista,164.08838522466272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.569369859874218,0,0,0,0,0,0,0,0,0,0,0,19.684257478183017,0,7.359517915997941,0,0,0,14.641923140431912,0,1.780230123814401,0,1.8569365284515615,2.1698746481850097,0,0,0,3.1685750820210554,0,0,0,0,51.167105010866976,53.69059543683664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm69GgxjGEwe9MAS2sNobQ,Tannr,132.4575178828873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002148951075678,0,0,0,0,0,0,0,0,0,0,0,0.000910055826403951,0,0.002584852712535084,0,0,0,0.02268723794208029,0,0.044035642826165663,0,0.34893857406431317,0.46131101821453396,0,0,0,3.4324401360438097,0,0,0,0,55.39542495190863,72.74918326439776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UYJ01LogpK0L6kwBjJKmkA,danelsuga,131.8020330145612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.67266559990498,0,0,0,0,0,0,0,0,0,0,0,100.12936741465624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SW3QLzfLRvQkXcmy4MxMNg,Mateo-Daza,101.82524012804832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7746300461271645,0,0,0,0,0,0,0,0,0,0,0,0.26750920549026014,0,0.09172540204612589,0,0,0,0.7301835111242141,0,1.4176760876156882,0,6.172303862582898,6.828253267010358,0,0,0,2.81086245456604,0,0,0,0,38.4000278792679,37.332068412217666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOaLoPwjNKj1FARh0QOY3A,wslyvh-discourse,99.33075479038122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001255152075182808,0,0,0,0,0,0,0,0,0,0,0,0.5241677629255082,0,1.4881433487595448,0,0,0,0.07920856115692924,0,0.1541499813701255,0,1.6684985622993769,2.057883205191877,0,0,0,9.151490828313369,0,0,0,0,37.71211020207127,46.49384718621804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0u65wCvw3XLwbLQ7QijdhQ,drllau,99.2804594468527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19774256955e-7,0,0,0,0,0,0,0,0,0,0,0,0.8914109319852078,0,5.469307754796577,0,0,0,10.399606717994407,0,4.476649629929917,0,22.380428693475032,20.534194616198327,0,0,0,28.717082811916157,0,0,0,0,3.253614522346926,3.1581635484358968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8traortlh07mubQ9zCJXHA,rosamoc,99.23311899290671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.247294778954572,0,0,0,0,0,0,0,0,0,0,0,74.98582421395214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReYHrv8KxmqyJmOF038YOw,Suga,93.03684912910661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.35451312908438,0,0,0,0,0,0,0,0,0,0,0,3.1652759748789556,0,15.517060025143273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6OUrobvVXjorSmWOC0kCA,mount-manu,87.23135863400749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.99867902032173,0,0,0,0,0,0,0,0,0,0,0,60.23267961368577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gES3MGJqpKYVSNBnQBkcQ,knobsdao,73.0402683823276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030695553654546497,0,0,0,0,0,0,0,0,0,0,0,2.43094598163931,0,1.1470882747463016,0,0,0,5.011018534178797,0,2.8507330439532743,0,14.770322002301354,13.021218618067321,0,0,0,30.39050441342188,0,0,0,0,1.8085367560608507,1.5792052043039695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XVC5wlG8vSjV5ZS3OR9MXg,daithi,71.78555039960503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29663809642e-7,0,0,0,0,0,0,0,0,0,0,0,0.000227020479315229,0,1.5414040260827115,0,0,0,10.046212050520607,0,9.474046461059245,0,9.024438288084065,2.7075076710168617,0,0,0,5.367463116860024,0,0,0,0,16.666023702986003,16.95822753285238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
